id	moa	pert_id	pert_iname	pert_type	target_name	aud_q75	aud_med	aud_q25	aud_iqr	cell_id	query
BRD-K87737963	-666	BRD-K87737963	CYT387	trt_cp	-666	0.26	0.23	0.19	0.06	-666	0.81
BRD-K97799481	Adenosine receptor antagonist	BRD-K97799481	theophylline	trt_cp	ADORA1|ADORA2A|ADORA2B|ADORA3|PDE3A|PDE4A|PDE4B	0.24	0.21	0.18	0.06	-666	0.81
BRD-K19388745	Adenylyl cyclase activator|Adenylate cyclase stimulant	BRD-K19388745	colforsin-daproate	trt_cp	-666	0.12	0.08	0.05	0.06	-666	0.81
BRD-K49954789	Antioxidant	BRD-K49954789	mesna	trt_cp	-666	0.22	0.16	0.12	0.1	-666	0.81
BRD-K17026858	DNA inhibitor	BRD-K17026858	pibenzimol	trt_cp	-666	0.15	0.12	0.09	0.06	-666	0.81
BRD-K37793595	Anxiolytic	BRD-K37793595	afobazole	trt_cp	-666	0.15	0.13	0.1	0.05	-666	0.8
BRD-K23403298	Cationic surfactant	BRD-K23403298	benzyldimethylhexadecylammonium	trt_cp	-666	0.19	0.17	0.14	0.05	-666	0.8
BRD-K48988407	-666	BRD-K48988407	cytochlor	trt_cp	-666	0.25	0.21	0.18	0.07	-666	0.8
BRD-K07265709	Chelating agent|Topoisomerase inhibitor	BRD-K07265709	dexrazoxane	trt_cp	TOP2A|TOP2B	0.35	0.31	0.27	0.08	-666	0.8
BRD-K13387373	ATPase inhibitor	BRD-K13387373	thonzonium	trt_cp	-666	0.41	0.38	0.34	0.07	-666	0.8
BRD-K73838513	Calcium channel activator	BRD-K73838513	cinacalcet	trt_cp	CASR	0.24	0.22	0.19	0.05	-666	0.8
BRD-K28307902	Androgen receptor antagonist	BRD-K28307902	flutamide	trt_cp	AR	0.13	0.11	0.08	0.05	-666	0.8
BRD-K62196610	Inosine monophosphate dehydrogenase inhibitor	BRD-K62196610	AVN-944	trt_cp	IMPDH2|IMPDH1	0.31	0.27	0.23	0.09	-666	0.8
BRD-K08619838	Acetylcholine receptor agonist	BRD-K08619838	tremorine	trt_cp	-666	0.32	0.28	0.24	0.08	-666	0.8
BRD-K10705233	Cannabinoid receptor agonist	BRD-K10705233	GW-405833	trt_cp	CNR2	0.17	0.14	0.12	0.05	-666	0.8
BRD-K37890730	Topoisomerase inhibitor	BRD-K37890730	camptothecin	trt_cp	TOP1	0.6	0.52	0.44	0.16	-666	0.8
BRD-K62200014	Phosphodiesterase inhibitor	BRD-K62200014	anagrelide	trt_cp	PDE3A	0.18	0.14	0.1	0.08	-666	0.79
BRD-A76641868	-666	BRD-A76641868	BRD-A76641868	trt_cp	-666	0.24	0.21	0.18	0.06	-666	0.79
BRD-K62391742	BCL inhibitor	BRD-K62391742	venetoclax	trt_cp	BCL2	0.14	0.11	0.09	0.05	-666	0.79
BRD-K68507560	Acetylcholine receptor antagonist	BRD-K68507560	dicycloverine	trt_cp	CHRM1|CHRM2	0.2	0.17	0.15	0.05	-666	0.79
BRD-K16478699	RAF inhibitor	BRD-K16478699	PLX-4720	trt_cp	BRAF	0.29	0.23	0.19	0.1	-666	0.79
BRD-A93477898	Caspase activator	BRD-A93477898	PETCM	trt_cp	-666	0.21	0.18	0.16	0.05	-666	0.79
BRD-A11132253	Electron acceptor	BRD-A11132253	nadide	trt_cp	-666	0.15	0.13	0.1	0.05	-666	0.79
BRD-K76908866	Tyrosine kinase inhibitor|EGFR inhibitor	BRD-K76908866	CP-724714	trt_cp	ERBB2	0.21	0.17	0.14	0.06	-666	0.79
BRD-K70511574	PLK inhibitor	BRD-K70511574	HMN-214	trt_cp	CSF1R|FLT1|FLT3|FLT4|KDR|KIT|PDGFRB|RET	0.33	0.28	0.24	0.09	-666	0.79
BRD-K99792991	Potassium channel activator	BRD-K99792991	hexachlorophene	trt_cp	-666	0.3	0.26	0.21	0.09	-666	0.79
BRD-A08187463	Enkephalinase inhibitor	BRD-A08187463	racecadotril	trt_cp	MME	0.16	0.13	0.09	0.07	-666	0.79
BRD-K16730910	FGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor	BRD-K16730910	regorafenib	trt_cp	KDR|KIT|RET|BRAF|FLT1|FLT4|PDGFRA|TEK|ABL1|DDR2|FGFR1|FGFR2|FRK|MAPK11|PDGFRB|RAF1	0.22	0.19	0.16	0.07	-666	0.79
BRD-K25630527	JAK inhibitor	BRD-K25630527	LY-2784544	trt_cp	-666	0.28	0.25	0.22	0.06	-666	0.78
BRD-K78567475	Tubulin inhibitor|Immunostimulant|Microtubule inhibitor|Tubulin polymerisation inhibitor	BRD-K78567475	dolastatin-10	trt_cp	-666	0.7	0.63	0.54	0.17	-666	0.78
BRD-K95773607	Acetylcholine receptor antagonist	BRD-K95773607	darifenacin	trt_cp	CHRM3|CHRM1|CHRM2|CHRM4|CHRM5	0.2	0.18	0.15	0.06	-666	0.78
BRD-K12502280	FLT3 inhibitor|JAK inhibitor	BRD-K12502280	TG-101348	trt_cp	FLT3|JAK2	0.27	0.24	0.21	0.06	-666	0.78
BRD-K71822263	-666	BRD-K71822263	D-serine	trt_cp	-666	0.15	0.13	0.1	0.05	-666	0.78
BRD-K15409150	T-type calcium channel blocker	BRD-K15409150	penfluridol	trt_cp	-666	0.42	0.37	0.34	0.07	-666	0.78
BRD-K13050303	Dopamine receptor agonist	BRD-K13050303	uridine	trt_cp	-666	0.12	0.09	0.06	0.06	-666	0.78
BRD-K04993719	Antitumor agent|Ribonucleoside reductase inhibitor	BRD-K04993719	LY-2334737	trt_cp	-666	0.33	0.29	0.24	0.09	-666	0.77
BRD-K49350383	Purine antagonist	BRD-K49350383	thioguanine	trt_cp	IMPDH1|IMPDH2	0.37	0.33	0.28	0.08	-666	0.77
BRD-K14991967	Serum/glucocorticoid regulated kinase inhibitor	BRD-K14991967	GSK-650394	trt_cp	SGK1	0.23	0.2	0.17	0.06	-666	0.77
BRD-K17979676	Monoamine oxidase inhibitor	BRD-K17979676	eprobemide	trt_cp	MAOA	0.2	0.17	0.15	0.05	-666	0.77
BRD-K64785675	-666	BRD-K64785675	TG-100115	trt_cp	PIK3CD|PIK3CG	0.12	0.09	0.07	0.05	-666	0.77
BRD-K37723606	Apoptosis stimulant	BRD-K37723606	dioscin	trt_cp	-666	0.29	0.26	0.23	0.07	-666	0.77
BRD-K59317601	MTOR inhibitor	BRD-K59317601	MLN-0128	trt_cp	-666	0.54	0.49	0.44	0.1	-666	0.77
BRD-A82156122	Dipeptidyl peptidase inhibitor	BRD-A82156122	saxagliptin	trt_cp	DPP4	0.27	0.22	0.18	0.09	-666	0.77
BRD-K28822270	HDAC inhibitor	BRD-K28822270	resminostat	trt_cp	HDAC1	0.27	0.24	0.2	0.07	-666	0.77
BRD-K65928735	JAK inhibitor	BRD-K65928735	AZD-1480	trt_cp	JAK1|JAK2	0.22	0.2	0.17	0.05	-666	0.77
BRD-K01669786	Ribonucleoside reductase inhibitor	BRD-K01669786	triapine	trt_cp	RRM1|RRM2	0.36	0.31	0.27	0.09	-666	0.77
BRD-K94441233	HMGCR inhibitor	BRD-K94441233	mevastatin	trt_cp	HMGCR	0.32	0.26	0.2	0.12	-666	0.77
BRD-A64064900	DNA inhibitor	BRD-A64064900	sangivamycin	trt_cp	-666	0.63	0.58	0.52	0.1	-666	0.77
BRD-K84564571	KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	BRD-K84564571	telatinib	trt_cp	KDR	0.16	0.13	0.1	0.06	-666	0.77
BRD-K87510569	CC chemokine receptor antagonist	BRD-K87510569	RS-504393	trt_cp	CCR2	0.17	0.15	0.12	0.05	-666	0.76
BRD-K29173907	Glucocorticoid receptor agonist	BRD-K29173907	isoflupredone-acetate	trt_cp	NR3C1	0.15	0.11	0.08	0.07	-666	0.76
BRD-K12539581	Tubulin inhibitor	BRD-K12539581	nocodazole	trt_cp	-666	0.44	0.38	0.32	0.12	-666	0.76
BRD-K30867024	Serotonin receptor antagonist	BRD-K30867024	SB-216641	trt_cp	HTR1B|HTR1D	0.25	0.22	0.19	0.06	-666	0.76
BRD-K12184916	MTOR inhibitor|PI3K inhibitor	BRD-K12184916	NVP-BEZ235	trt_cp	MTOR|PIK3CA|PIK3CD|PIK3CG	0.39	0.35	0.3	0.08	-666	0.76
BRD-K63068307	PI3K inhibitor	BRD-K63068307	ZSTK-474	trt_cp	PIK3CG	0.25	0.21	0.18	0.07	-666	0.76
BRD-K22385716	Casein kinase inhibitor|PI3K inhibitor	BRD-K22385716	LY-303511	trt_cp	BRD2|BRD3|BRD4	0.15	0.12	0.07	0.08	-666	0.76
BRD-K43644456	Deubiquitinase inhibitor	BRD-K43644456	WP-1130	trt_cp	-666	0.5	0.46	0.43	0.08	-666	0.76
BRD-K56483981	Glutamate transporter modulator|Macrophage migration inhibiting factor inhibitor|Glutamate inhibitor|Macrophage inhibitor	BRD-K56483981	chicago-sky-blue-6b	trt_cp	MIF	0.09	0.07	0.05	0.04	-666	0.76
BRD-K92428232	PLK inhibitor	BRD-K92428232	GSK-461364	trt_cp	PLK1	0.43	0.37	0.29	0.14	-666	0.76
BRD-A36331462	Proteasome inhibitor	BRD-A36331462	oprozomib	trt_cp	-666	0.59	0.54	0.49	0.09	-666	0.76
BRD-K13183738	Anti-pneumocystis agent	BRD-K13183738	pentamidine	trt_cp	-666	0.28	0.24	0.21	0.07	-666	0.76
BRD-K84937637	MTOR inhibitor	BRD-K84937637	sirolimus	trt_cp	FKBP1A|MTOR	0.49	0.43	0.36	0.13	-666	0.76
BRD-K63126143	Topoisomerase inhibitor	BRD-K63126143	idarubicin	trt_cp	TOP2A	0.57	0.52	0.48	0.09	-666	0.76
BRD-K32372024	-666	BRD-K32372024	D-7193	trt_cp	-666	0.28	0.24	0.2	0.08	-666	0.76
BRD-K49456274	PI3K inhibitor	BRD-K49456274	pilaralisib	trt_cp	-666	0.18	0.15	0.12	0.06	-666	0.75
BRD-A06352418	Histamine receptor antagonist	BRD-A06352418	terfenadine	trt_cp	HRH1|KCNH2	0.22	0.2	0.17	0.05	-666	0.75
BRD-K71075609	Carbonic anhydrase inhibitor	BRD-K71075609	dorzolamide	trt_cp	CA2|CA1	0.21	0.18	0.15	0.07	-666	0.75
BRD-K13756951	Glycine transporter inhibitor|GlyT-1 inhibitor	BRD-K13756951	bitopertin	trt_cp	SLC6A9	0.19	0.17	0.14	0.05	-666	0.75
BRD-K04833372	Insulin growth factor receptor inhibitor|Insulin receptor ligand|IGF-1 inhibitor	BRD-K04833372	GSK-1904529A	trt_cp	IGF1R|INSR	0.23	0.19	0.16	0.07	-666	0.75
BRD-K99749624	PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	BRD-K99749624	linifanib	trt_cp	CSF1R|FLT1|FLT3|FLT4|KDR|PDGFRB	0.16	0.13	0.1	0.05	-666	0.75
BRD-K84683831	Bacterial 30S ribosomal subunit inhibitor|Bacterial 50S ribosomal subunit inhibitor	BRD-K84683831	radezolid	trt_cp	-666	0.25	0.22	0.18	0.08	-666	0.75
BRD-A25004090	Ion channel antagonist	BRD-A25004090	erastin	trt_cp	VDAC2	0.27	0.21	0.16	0.11	-666	0.75
BRD-K94559059	Serotonin receptor antagonist|Serotonin release inhibitor	BRD-K94559059	telotristat	trt_cp	TPH1	0.29	0.26	0.23	0.06	-666	0.75
BRD-A75726477	Adrenergic receptor agonist	BRD-A75726477	clenbuterol	trt_cp	ADRB2	0.21	0.18	0.15	0.06	-666	0.75
BRD-K26823213	Cannabinoid receptor agonist	BRD-K26823213	GW-842166	trt_cp	-666	0.13	0.11	0.09	0.05	-666	0.75
BRD-K66788707	DNA synthesis inhibitor	BRD-K66788707	fludarabine	trt_cp	RRM1	0.22	0.19	0.16	0.07	-666	0.75
BRD-K76210423	Toll-like receptor agonist	BRD-K76210423	resiquimod	trt_cp	TLR7|TLR8	0.22	0.18	0.15	0.07	-666	0.75
BRD-K24556098	Progestogen hormone	BRD-K24556098	deoxycorticosterone-acetate	trt_cp	-666	0.4	0.34	0.28	0.12	-666	0.75
BRD-K28578425	Phosphodiesterase inhibitor	BRD-K28578425	cilostamide	trt_cp	PDE3A|PDE3B	0.17	0.15	0.12	0.05	-666	0.75
BRD-K23301018	Antiprotozoal agent	BRD-K23301018	broxyquinoline	trt_cp	-666	0.25	0.21	0.17	0.07	-666	0.75
BRD-A17846016	Antioxidant	BRD-A17846016	trolox	trt_cp	-666	0.12	0.09	0.07	0.05	-666	0.74
BRD-A27887842	Glucocorticoid receptor agonist	BRD-A27887842	prednisolone	trt_cp	-666	0.19	0.16	0.11	0.08	-666	0.74
BRD-K31866293	RAF inhibitor	BRD-K31866293	TAK-632	trt_cp	BRAF	0.35	0.31	0.27	0.08	-666	0.74
BRD-K37865504	FAAH reuptake inhibitor|FAAH inhibitor	BRD-K37865504	LY-2183240	trt_cp	FAAH	0.28	0.24	0.19	0.09	-666	0.74
BRD-K44844162	PI3K inhibitor	BRD-K44844162	taselisib	trt_cp	PIK3CA	0.3	0.25	0.19	0.12	-666	0.74
BRD-K77987382	Tubulin inhibitor	BRD-K77987382	mebendazole	trt_cp	-666	0.31	0.27	0.24	0.08	-666	0.74
BRD-A05906449	Sodium channel blocker	BRD-A05906449	lappaconite	trt_cp	-666	0.28	0.25	0.21	0.07	-666	0.74
BRD-A67748489	Kinesin-like spindle protein inhibitor	BRD-A67748489	K-858	trt_cp	KIF11	0.4	0.33	0.29	0.11	-666	0.74
BRD-K74057757	Tubulin inhibitor	BRD-K74057757	indibulin	trt_cp	-666	0.42	0.36	0.31	0.11	-666	0.74
BRD-K29656036	Stearoyl-CoA desaturase inhibitor	BRD-K29656036	MK-8245	trt_cp	SCD	0.3	0.25	0.2	0.1	-666	0.73
BRD-K40992116	Antiinfective drug	BRD-K40992116	parachlorophenol	trt_cp	-666	0.11	0.09	0.05	0.06	-666	0.73
BRD-K68488863	Aurora kinase inhibitor|FLT3 inhibitor|VEGFR inhibitor	BRD-K68488863	ENMD-2076	trt_cp	AURKA|FLT3|KDR|PDGFRA|SRC	0.26	0.22	0.19	0.07	-666	0.73
BRD-A10523515	Rho associated kinase inhibitor	BRD-A10523515	GSK-429286A	trt_cp	ROCK1	0.2	0.16	0.13	0.07	-666	0.73
BRD-K17518951	Chelating agent	BRD-K17518951	penicillamine-(D)	trt_cp	-666	0.2	0.17	0.15	0.06	-666	0.73
BRD-K68103045	Benzodiazepine receptor agonist	BRD-K68103045	CGS-20625	trt_cp	GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6	0.15	0.12	0.1	0.05	-666	0.73
BRD-K87031376	Microtubule stabilizing agent	BRD-K87031376	epothilone-a	trt_cp	-666	0.62	0.54	0.47	0.15	-666	0.73
BRD-K56301217	BCL inhibitor	BRD-K56301217	ABT-737	trt_cp	BCL2|BCL2L1|BCL2L2	0.15	0.13	0.1	0.06	-666	0.73
BRD-K96159438	DNA directed DNA polymerase inhibitor|DNA synthesis inhibitor|RNA directed DNA polymerase inhibitor|DNA polymerase inhibitor	BRD-K96159438	adefovir-dipivoxil	trt_cp	-666	0.34	0.29	0.25	0.09	-666	0.73
BRD-K09443272	Aurora kinase inhibitor	BRD-K09443272	PHA-680632	trt_cp	AURKA|AURKB|AURKC	0.35	0.31	0.27	0.08	-666	0.73
BRD-A17883755	Anticancer agent	BRD-A17883755	lenalidomide	trt_cp	CRBN|TNF	0.23	0.2	0.17	0.06	-666	0.73
BRD-K08547377	Topoisomerase inhibitor	BRD-K08547377	irinotecan	trt_cp	TOP1	0.32	0.27	0.21	0.1	-666	0.73
BRD-A14395271	Dopamine receptor antagonist	BRD-A14395271	mesoridazine	trt_cp	DRD2|HTR2A	0.17	0.14	0.1	0.07	-666	0.73
BRD-K13810148	HDAC inhibitor	BRD-K13810148	givinostat	trt_cp	HDAC2	0.43	0.38	0.33	0.1	-666	0.73
BRD-A09722536	DNA alkylating agent	BRD-A09722536	cyclophosphamide	trt_cp	CYP2A6|CYP2B6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP2D6|CYP3A4|CYP3A5|CYP3A7	0.17	0.15	0.12	0.05	-666	0.73
BRD-K05445342	STAT inhibitor	BRD-K05445342	WP-1066	trt_cp	-666	0.37	0.35	0.32	0.05	-666	0.73
BRD-A43671941	Adrenergic receptor antagonist	BRD-A43671941	oxprenolol	trt_cp	ADRB1	0.26	0.22	0.19	0.07	-666	0.73
BRD-A83650191	-666	BRD-A83650191	A-61603	trt_cp	-666	0.33	0.28	0.23	0.09	-666	0.73
BRD-K18424115	Src inhibitor|VEGFR inhibitor	BRD-K18424115	TG-100572	trt_cp	SRC|KDR	0.33	0.3	0.28	0.05	-666	0.73
BRD-K58632460	Penicillin binding protein inhibitor	BRD-K58632460	amoxicillin	trt_cp	CYP2C19|SLC15A1|SLC15A2|SLC22A6	0.13	0.1	0.08	0.05	-666	0.73
BRD-K58772419	PI3K inhibitor	BRD-K58772419	AZD-6482	trt_cp	PIK3CB|PIK3CD|PIK3CG	0.34	0.29	0.25	0.09	-666	0.73
BRD-K00312224	Estrogen receptor agonist	BRD-K00312224	PPT	trt_cp	ESR1	0.21	0.18	0.15	0.06	-666	0.72
BRD-K68346641	Topoisomerase inhibitor	BRD-K68346641	amsacrine	trt_cp	TOP2A	0.49	0.42	0.36	0.13	-666	0.72
BRD-K62814476	CDK inhibitor	BRD-K62814476	BMS-265246	trt_cp	CDK1|CDK2	0.37	0.32	0.26	0.11	-666	0.72
BRD-K09416995	HMGCR inhibitor	BRD-K09416995	lovastatin	trt_cp	HMGCR	0.2	0.16	0.13	0.07	-666	0.72
BRD-K48195801	Histamine receptor antagonist	BRD-K48195801	tecastemizole	trt_cp	HRH1	0.16	0.14	0.11	0.05	-666	0.72
BRD-K90382497	PLK inhibitor	BRD-K90382497	GW-843682X	trt_cp	PLK1|PLK3	0.36	0.31	0.25	0.11	-666	0.72
BRD-K94485812	Ubiquitin C-terminal hydrolase inhibitor	BRD-K94485812	LDN-57444	trt_cp	-666	0.28	0.26	0.24	0.04	-666	0.72
BRD-K58122457	Aurora kinase inhibitor	BRD-K58122457	hesperadin	trt_cp	-666	0.46	0.4	0.34	0.12	-666	0.72
BRD-K32501161	Dopamine uptake inhibitor	BRD-K32501161	vanoxerine	trt_cp	SLC6A3	0.32	0.28	0.24	0.07	-666	0.72
BRD-A64553394	Sodium channel activator	BRD-A64553394	DPI-201106	trt_cp	-666	0.31	0.27	0.24	0.07	-666	0.72
BRD-K41104902	PERK inhibitor	BRD-K41104902	GSK-2656157	trt_cp	-666	0.17	0.14	0.12	0.05	-666	0.71
BRD-A20239487	Adrenergic receptor antagonist	BRD-A20239487	atenolol-(+/-)	trt_cp	ADRB1|ADRB2	0.21	0.18	0.15	0.06	-666	0.71
BRD-K99475619	Topoisomerase inhibitor	BRD-K99475619	genz-644282	trt_cp	TOP1	0.61	0.55	0.5	0.11	-666	0.71
BRD-K44227013	Bcr-Abl kinase inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor	BRD-K44227013	ponatinib	trt_cp	ABL1|BCR|FLT3|RET|FGFR1|FGFR2|FGFR3|FGFR4|KIT|TEK	0.35	0.31	0.27	0.07	-666	0.71
BRD-K09426783	Topoisomerase inhibitor	BRD-K09426783	TAS-103	trt_cp	TOP1	0.42	0.36	0.3	0.13	-666	0.7
BRD-A51799737	FOXM1 inhibitor|Protein synthesis inhibitor	BRD-A51799737	thiostrepton	trt_cp	FOXM1	0.3	0.26	0.21	0.09	-666	0.7
BRD-K45724504	Protein synthesis inhibitor	BRD-K45724504	anguidine	trt_cp	SLC5A1	0.54	0.48	0.44	0.11	-666	0.7
BRD-K88429204	Dihydrofolate reductase inhibitor	BRD-K88429204	pyrimethamine	trt_cp	-666	0.26	0.23	0.18	0.09	-666	0.7
BRD-K08996725	Histamine receptor antagonist	BRD-K08996725	zolantidine	trt_cp	-666	0.16	0.14	0.1	0.06	-666	0.7
BRD-K25279140	Aurora kinase inhibitor	BRD-K25279140	MK-8745	trt_cp	AURKA	0.31	0.26	0.21	0.09	-666	0.7
BRD-K80431395	AKT inhibitor	BRD-K80431395	triciribine	trt_cp	AKT1|AKT2|AKT3	0.32	0.27	0.22	0.09	-666	0.7
BRD-K22848513	"Apoptosis stimulant|BCL inhibitor|Glutathione Reductase (NADPH) Activators|Heme Oxygenase Activators|IKK-1 (IKK-alpha) Inhibitors|NFkB pathway inhibitor|Nitric oxide production inhibitor|PPAR receptor agonist|Reducing agent|Nuclear factor erythroid derived, like (NRF2) activator"	BRD-K22848513	bardoxolone-methyl	trt_cp	NFE2L2|PPARG	0.44	0.4	0.37	0.07	-666	0.7
BRD-K60585088	Vitamin D receptor agonist	BRD-K60585088	paricalcitol	trt_cp	VDR	0.23	0.19	0.15	0.07	-666	0.7
BRD-K17555800	P38 MAPK inhibitor	BRD-K17555800	talmapimod	trt_cp	MAPK14	0.2	0.18	0.15	0.05	-666	0.69
BRD-K24844714	RNA synthesis inhibitor|Thymidylate synthase inhibitor	BRD-K24844714	fluorouracil	trt_cp	TYMS|DPYD	0.26	0.22	0.18	0.08	-666	0.69
BRD-K78789465	CCK receptor agonist	BRD-K78789465	pentagastrin	trt_cp	CCKBR	0.32	0.29	0.26	0.07	-666	0.69
BRD-K26997899	Microtubule inhibitor	BRD-K26997899	D-64131	trt_cp	TUBB	0.43	0.36	0.3	0.12	-666	0.69
BRD-K08893438	G protein signaling inhibitor	BRD-K08893438	CCG-50014	trt_cp	-666	0.33	0.3	0.27	0.06	-666	0.69
BRD-A11815689	-666	BRD-A11815689	proscillaridin-a	trt_cp	-666	0.64	0.56	0.5	0.14	-666	0.69
BRD-K28352084	PI3K inhibitor	BRD-K28352084	CH-5132799	trt_cp	-666	0.3	0.27	0.23	0.07	-666	0.68
BRD-K17894950	CDK inhibitor|Glycogen synthase kinase inhibitor	BRD-K17894950	indirubin	trt_cp	CDK1|CDK5|GSK3A	0.16	0.12	0.1	0.06	-666	0.68
BRD-K27316855	Vitamin D receptor agonist	BRD-K27316855	calcitriol	trt_cp	VDR	0.25	0.22	0.19	0.06	-666	0.68
BRD-K38860038	Hedgehog pathway inhibitor	BRD-K38860038	JK-184	trt_cp	-666	0.49	0.43	0.37	0.12	-666	0.68
BRD-K86003836	Tubulin inhibitor	BRD-K86003836	flubendazole	trt_cp	TUBB	0.34	0.29	0.25	0.1	-666	0.68
BRD-K56751279	Rho associated kinase inhibitor	BRD-K56751279	Y-39983	trt_cp	ROCK1|ROCK2	0.18	0.15	0.12	0.06	-666	0.68
BRD-K33379087	Tyrosine kinase inhibitor	BRD-K33379087	tivantinib	trt_cp	MET	0.36	0.32	0.28	0.07	-666	0.68
BRD-K37237504	JAK inhibitor	BRD-K37237504	CEP-33779	trt_cp	JAK2	0.21	0.19	0.16	0.05	-666	0.68
BRD-K08109215	Bromodomain inhibitor	BRD-K08109215	I-BET-762	trt_cp	BRD2|BRD3|BRD4	0.38	0.34	0.28	0.1	-666	0.68
BRD-K29950728	Estrogen receptor antagonist	BRD-K29950728	clomifene	trt_cp	ESR1	0.23	0.2	0.16	0.07	-666	0.68
BRD-K42191735	PI3K inhibitor	BRD-K42191735	buparlisib	trt_cp	PIK3CA	0.32	0.28	0.25	0.07	-666	0.68
BRD-K69726342	HMGCR inhibitor	BRD-K69726342	atorvastatin	trt_cp	DPP4|HMGCR	0.22	0.16	0.1	0.12	-666	0.68
BRD-K91601245	Immunosuppressant|Protein synthesis inhibitor|Purine antagonist	BRD-K91601245	mercaptopurine	trt_cp	-666	0.19	0.15	0.12	0.07	-666	0.68
BRD-K87036601	DNA synthesis inhibitor	BRD-K87036601	azodicarbonamide	trt_cp	-666	0.13	0.11	0.08	0.05	-666	0.68
BRD-A25687296	Protein synthesis inhibitor	BRD-A25687296	emetine	trt_cp	RPS2	0.53	0.48	0.44	0.1	-666	0.68
BRD-K64925568	MDM inhibitor	BRD-K64925568	AMG-232	trt_cp	MDM2	0.21	0.12	0.08	0.13	-666	0.68
BRD-K96233303	-666	BRD-K96233303	TMS	trt_cp	-666	0.17	0.14	0.12	0.05	-666	0.68
BRD-K35329391	Bcr-Abl kinase inhibitor	BRD-K35329391	GZD-824	trt_cp	-666	0.47	0.41	0.36	0.11	-666	0.67
BRD-K92644009	Vitamin D receptor agonist	BRD-K92644009	alfacalcidol	trt_cp	VDR	0.21	0.18	0.15	0.07	-666	0.67
BRD-K46937689	Cyclooxygenase inhibitor	BRD-K46937689	phenazone	trt_cp	-666	0.16	0.13	0.11	0.06	-666	0.67
BRD-K61097567	Tachykinin antagonist	BRD-K61097567	SB-218795	trt_cp	TACR3	0.24	0.21	0.17	0.06	-666	0.67
BRD-K04923131	Glycogen synthase kinase inhibitor|Lipoxygenase inhibitor	BRD-K04923131	GSK-3-inhibitor-IX	trt_cp	GSK3A|GSK3B	0.19	0.15	0.12	0.07	-666	0.67
BRD-K11215326	Histone lysine methyltransferase inhibitor	BRD-K11215326	tazemetostat	trt_cp	EZH2	0.18	0.14	0.11	0.07	-666	0.67
BRD-K14618467	IKK inhibitor	BRD-K14618467	IKK-16	trt_cp	IKBKB	0.25	0.22	0.19	0.06	-666	0.67
BRD-K82823804	PKC inhibitor	BRD-K82823804	PD-407824	trt_cp	-666	0.22	0.19	0.16	0.06	-666	0.67
BRD-K13949769	SIRT inhibitor	BRD-K13949769	tenovin-6	trt_cp	SIRT1|SIRT2|SIRT3	0.27	0.23	0.2	0.08	-666	0.67
BRD-K21680192	Topoisomerase inhibitor	BRD-K21680192	mitoxantrone	trt_cp	TOP2A	0.66	0.58	0.51	0.15	-666	0.67
BRD-K45662124	Dopamine receptor ligand	BRD-K45662124	3'-fluorobenzylspiperone	trt_cp	DRD2	0.23	0.2	0.17	0.05	-666	0.67
BRD-K45875383	-666	BRD-K45875383	XBD-173	trt_cp	-666	0.13	0.1	0.07	0.06	-666	0.67
BRD-K58550667	Niacinamide phosphoribosyltransferase inhibitor	BRD-K58550667	FK-866	trt_cp	NAMPT	0.56	0.5	0.43	0.13	-666	0.66
BRD-K62310379	Glucocorticoid receptor agonist	BRD-K62310379	fluticasone-propionate	trt_cp	NR3C1|PGR	0.33	0.28	0.22	0.11	-666	0.66
BRD-A68478444	Other antibiotic	BRD-A68478444	nanchangmycin	trt_cp	-666	0.46	0.4	0.34	0.12	-666	0.66
BRD-A08840375	MAP kinase phosphatase inhibitor	BRD-A08840375	CID-5458317	trt_cp	MAPK3	0.32	0.29	0.26	0.06	-666	0.65
BRD-K04568635	Membrane integrity inhibitor	BRD-K04568635	octenidine	trt_cp	-666	0.38	0.35	0.32	0.07	-666	0.65
BRD-K15898725	-666	BRD-K15898725	maytansinol-isobutyrate	trt_cp	-666	0.72	0.63	0.54	0.18	-666	0.65
BRD-A68304895	Dopamine reuptake inhibitor|Adrenergic transmitter uptake inhibitor|Norepinephrine reputake inhibitor|Serotonin reuptake inhibitor	BRD-A68304895	BTS-54505	trt_cp	SLC6A2|SLC6A3|SLC6A4	0.19	0.15	0.12	0.06	-666	0.65
BRD-K23228615	MTOR inhibitor|PI3K inhibitor	BRD-K23228615	GDC-0980	trt_cp	MTOR|PIK3CG	0.38	0.34	0.31	0.07	-666	0.65
BRD-A72703248	Calcium channel blocker	BRD-A72703248	SKF-96365	trt_cp	CYP3A4|TRPC1	0.36	0.31	0.27	0.09	-666	0.65
BRD-K16664969	FLT3 inhibitor|Tyrosine kinase inhibitor	BRD-K16664969	GTP-14564	trt_cp	FLT3	0.14	0.1	0.07	0.07	-666	0.65
BRD-K56844688	Topoisomerase inhibitor	BRD-K56844688	epirubicin	trt_cp	TOP2A	0.56	0.5	0.45	0.11	-666	0.65
