Number of Drugs in Set,Simulation Number,values.to.vary,ES,NES,p,pos_at_max,q
6,6,-0.25,-0.48782,-1.28,0.195,1100,0.847
6,6,0,-0.63005,-1.65,0.0381,911,0.692
6,6,0.25,0.43381,1.11,0.342,120,0.887
6,6,0.5,0.7147,1.86,0.0243,317,0.244
6,6,0.75,0.87138,2.26,0,179,0.00784
6,6,1,0.88104,2.28,0,166,0.00488
6,7,-1,-0.81338,-2.13,0,1094,0.0322
6,7,-0.75,-0.70462,-1.79,0.0195,951,0.786
6,7,-0.5,-0.70928,-1.8,0.0272,972,0.69
6,7,-0.25,-0.43653,-1.12,0.311,1097,0.931
6,7,0,0.36889,0.935,0.535,228,1
6,7,0.25,0.38792,0.982,0.466,178,1
6,7,0.5,0.90908,2.37,0,100,0
6,7,0.75,0.77546,1.95,0.00423,252,0.228
6,7,1,0.85528,2.18,0.00191,106,0.0109
6,8,-1,-0.71235,-1.78,0.0173,1262,0.762
6,8,-0.75,-0.75824,-1.93,0.00595,1167,0.204
6,8,-0.5,-0.77877,-1.98,0.00871,1282,0.135
6,8,-0.25,-0.63605,-1.63,0.0448,895,0.97
6,8,0,0.26224,0.675,0.85,111,0.889
6,8,0.25,0.4233,1.09,0.328,208,1
6,8,0.5,0.8216,2.04,0.00223,176,0.0549
6,8,0.75,0.78566,2.02,0,200,0.0836
6,8,1,0.90593,2.36,0,129,0.00107
6,9,-1,-0.90912,-2.37,0,1308,0.000873
6,9,-0.75,-0.83612,-2.16,0,1135,0.0173
6,9,-0.5,-0.72938,-1.94,0.0114,1197,0.116
6,9,-0.25,-0.74322,-1.88,0.00414,1227,0.183
6,9,0,-0.28645,-0.747,0.744,939,1
6,9,0.25,0.30627,0.774,0.733,107,0.978
6,9,0.5,0.71744,1.83,0.0173,191,0.383
6,9,0.75,0.62198,1.62,0.042,193,0.529
6,9,1,0.86171,2.27,0,192,0.00812
6,10,-1,-0.84535,-2.13,0,1137,0.0307
6,10,-0.75,-0.66171,-1.67,0.0273,890,0.306
6,10,-0.5,-0.79182,-2,0.00195,1065,0.112
6,10,-0.25,-0.64355,-1.63,0.0436,1102,0.399
6,10,0,0.51969,1.34,0.179,127,0.589
6,10,0.25,0.60438,1.52,0.0711,73,0.765
6,10,0.5,0.72017,1.84,0.0148,162,0.616
6,10,0.75,0.77092,2.02,0.00429,35,0.136
6,10,1,0.92745,2.39,0,56,0
6,11,-1,-0.93011,-2.39,0,1251,0
6,11,-0.75,-0.79039,-1.98,0,1134,0.122
6,11,-0.5,-0.74529,-1.88,0.00931,1122,0.177
6,11,-0.25,0.36283,0.931,0.505,863,0.8
6,11,0,0.35192,0.909,0.527,28,0.831
6,11,0.25,0.72294,1.84,0.0183,367,0.32
6,11,0.5,0.78731,1.98,0.00629,249,0.212
6,11,0.75,0.79975,2.03,0.00199,133,0.135
6,11,1,0.96803,2.47,0,49,0
6,12,-1,-0.85331,-2.19,0,1323,0.0187
6,12,-0.75,-0.6813,-1.77,0.0189,1224,0.294
6,12,-0.5,-0.51896,-1.33,0.15,913,0.699
6,12,-0.25,-0.76185,-2.02,0.0064,1035,0.142
6,12,0,0.62011,1.6,0.0578,417,0.864
6,12,0.25,-0.22974,-0.606,0.907,309,0.958
6,12,0.5,0.45193,1.17,0.279,171,0.886
6,12,0.75,0.69564,1.82,0.0187,89,0.706
6,12,1,0.93457,2.41,0,94,0
6,13,-1,-0.80743,-2.07,0,1086,0.0372
6,13,-0.75,-0.7267,-1.82,0.0121,1257,0.243
6,13,-0.5,-0.57904,-1.48,0.0939,1169,0.723
6,13,-0.25,-0.64771,-1.59,0.045,1054,1
6,13,0,0.4879,1.24,0.231,117,1
6,13,0.25,0.52704,1.34,0.146,324,1
6,13,0.5,0.64162,1.63,0.0565,72,0.789
6,13,0.75,0.92499,2.32,0,49,0
6,13,1,0.85472,2.19,0,29,0.0094
6,14,-1,-0.73372,-1.84,0.0122,1051,0.239
6,14,-0.75,-0.7515,-1.9,0.00577,1276,0.279
6,14,-0.5,-0.70946,-1.78,0.0155,1131,0.38
6,14,-0.25,-0.55413,-1.39,0.134,1194,1
6,14,0,-0.4742,-1.21,0.255,1248,0.596
6,14,0.25,-0.24734,-0.635,0.882,1247,0.911
6,14,0.5,0.83459,2.2,0,74,0.0119
6,14,0.75,0.78047,2.01,0.00388,97,0.138
6,14,1,0.96803,2.44,0,49,0
6,15,-1,-0.92946,-2.42,0,1309,0
6,15,-0.75,-0.84581,-2.16,0.002,1218,0.0274
6,15,-0.5,-0.66449,-1.66,0.0422,1116,0.929
6,15,-0.25,-0.70544,-1.76,0.0189,1113,1
6,15,0,0.3128,0.799,0.693,418,0.902
6,15,0.25,0.28685,0.729,0.785,214,0.962
6,15,0.5,0.56106,1.43,0.121,259,0.632
6,15,0.75,0.80264,2.03,0.00192,114,0.0752
6,15,1,0.81064,2.03,0.00569,185,0.0768
6,16,-1,-0.792,-1.96,0.00407,1167,0.153
6,16,-0.75,-0.89457,-2.22,0,1291,0.00369
6,16,-0.5,-0.69217,-1.76,0.0212,1010,0.371
6,16,-0.25,-0.45313,-1.12,0.346,874,0.934
6,16,0,-0.37615,-0.926,0.526,1242,1
6,16,0.25,0.61438,1.55,0.0562,139,0.823
6,16,0.5,0.78736,2.01,0,292,0.145
6,16,0.75,0.83914,2.12,0.00213,188,0.0383
6,16,1,0.82589,2.07,0,37,0.0824
6,17,-1,-0.89824,-2.26,0,1329,0.00262
6,17,-0.75,-0.7989,-2.01,0.00196,1088,0.0906
6,17,-0.5,-0.5412,-1.34,0.173,1162,0.914
6,17,-0.25,-0.41682,-1.05,0.381,1111,0.891
6,17,0,-0.31078,-0.798,0.685,968,0.817
6,17,0.25,0.38005,0.988,0.452,295,1
6,17,0.5,0.78662,2.02,0.00202,293,0.0653
6,17,0.75,0.78883,1.98,0.00633,21,0.111
6,17,1,0.86241,2.17,0,87,0.0271
6,18,-1,-0.90219,-2.26,0,1215,0.00107
6,18,-0.75,-0.8046,-2.06,0,1297,0.0373
6,18,-0.5,-0.62759,-1.61,0.0593,945,0.578
6,18,-0.25,-0.63209,-1.6,0.0562,900,0.604
6,18,0,-0.24872,-0.643,0.857,978,0.97
6,18,0.25,-0.38311,-0.96,0.491,1131,0.946
6,18,0.5,0.72984,1.88,0.0157,208,0.433
6,18,0.75,0.70771,1.84,0.0162,131,0.545
6,18,1,0.91216,2.28,0,19,0.002
6,19,-1,-0.90781,-2.28,0,1221,0.00337
6,19,-0.75,-0.81487,-2.03,0.00204,1096,0.117
6,19,-0.5,-0.6342,-1.62,0.0583,853,1
6,19,-0.25,-0.4426,-1.15,0.281,1122,0.856
6,19,0,-0.53752,-1.36,0.148,1298,0.997
6,19,0.25,0.41685,1.09,0.346,143,0.914
6,19,0.5,0.71521,1.84,0.00797,3,0.544
6,19,0.75,0.85208,2.15,0,152,0.0269
6,19,1,0.74741,1.93,0.00815,101,0.307
6,20,-1,-0.81115,-2.05,0.00951,1091,0.0864
6,20,-0.75,-0.77303,-1.94,0.00192,1328,0.203
6,20,-0.5,-0.84519,-2.17,0.00184,1269,0.0134
6,20,-0.25,-0.44617,-1.11,0.323,1290,1
6,20,0,0.70335,1.73,0.0125,268,1
6,20,0.25,0.43441,1.1,0.341,204,1
6,20,0.5,0.55802,1.4,0.127,219,1
6,20,0.75,0.8804,2.29,0,101,0.00303
6,20,1,0.95057,2.39,0,43,0
6,21,-1,-0.83511,-2.13,0,1309,0.0297
6,21,-0.75,-0.73383,-1.85,0.00763,987,0.495
6,21,-0.5,-0.82651,-2.09,0,1264,0.0586
6,21,-0.25,-0.74262,-1.9,0.006,1231,0.344
6,21,0,0.43376,1.12,0.33,25,1
6,21,0.25,0.58698,1.48,0.0769,269,0.828
6,21,0.5,0.73487,1.9,0.00393,268,0.182
6,21,0.75,0.8052,2.03,0.00192,268,0.0541
6,21,1,0.79444,1.99,0.00571,268,0.0734
6,22,-1,-0.84387,-2.1,0.00192,1135,0.0545
6,22,-0.75,-0.78131,-2.02,0.00209,1143,0.128
6,22,-0.5,-0.68995,-1.76,0.0216,938,0.359
6,22,-0.25,-0.3099,-0.801,0.661,1089,0.999
6,22,0,-0.58987,-1.52,0.0788,1065,0.761
6,22,0.25,-0.33769,-0.863,0.619,1322,1
6,22,0.5,0.75029,1.91,0.00931,235,0.123
6,22,0.75,0.81317,2.05,0.00381,155,0.0698
6,22,1,0.87239,2.16,0,67,0.0216
6,23,-1,-0.87017,-2.2,0,1244,0.00652
6,23,-0.75,-0.84486,-2.16,0,1204,0.0151
6,23,-0.5,-0.7131,-1.81,0.0201,1168,0.665
6,23,-0.25,-0.69221,-1.74,0.0258,1287,1
6,23,0,-0.20586,-0.53,0.965,945,0.988
6,23,0.25,0.55035,1.4,0.148,165,0.885
6,23,0.5,0.68163,1.76,0.0244,137,0.302
6,23,0.75,0.85669,2.11,0.00199,99,0.0158
6,23,1,0.84327,2.13,0.0021,154,0.0211
6,24,-1,-0.86589,-2.2,0,1272,0.0116
6,24,-0.75,-0.83331,-2.15,0,1219,0.0252
6,24,-0.5,-0.86886,-2.24,0,1209,0.00291
6,24,-0.25,-0.33982,-0.885,0.606,1306,1
6,24,0,0.70615,1.82,0.0206,154,0.348
6,24,0.25,0.26097,0.688,0.87,1000,0.968
6,24,0.5,0.83094,2.13,0.00193,165,0.0432
6,24,0.75,0.85427,2.18,0.00206,86,0.0223
6,24,1,0.7788,1.99,0.0019,36,0.178
6,25,-1,-0.85831,-2.2,0,1180,0.00802
6,25,-0.75,-0.82619,-2.13,0,1192,0.0242
6,25,-0.5,-0.83897,-2.11,0,1136,0.0431
6,25,-0.25,-0.31899,-0.813,0.674,1089,1
6,25,0,-0.7188,-1.82,0.0117,1209,0.297
6,25,0.25,-0.33643,-0.85,0.603,1291,1
6,25,0.5,0.85799,2.22,0,197,0.0071
6,25,0.75,0.60978,1.55,0.0797,158,0.897
6,25,1,0.85056,2.15,0,207,0.028
6,26,-1,-0.97621,-2.48,0,1313,0
6,26,-0.75,-0.84188,-2.14,0,1197,0.0207
6,26,-0.5,-0.75767,-1.95,0.00375,1080,0.0971
6,26,-0.25,-0.47968,-1.23,0.229,1127,1
6,26,0,0.55389,1.42,0.111,218,0.939
6,26,0.25,0.6425,1.63,0.0549,43,1
6,26,0.5,0.80496,2.08,0,264,0.0823
6,26,0.75,0.78141,2.04,0.00599,300,0.106
6,26,1,0.95911,2.5,0,61,0
6,27,-1,-0.86159,-2.17,0,1243,0.01
6,27,-0.75,-0.63106,-1.59,0.0504,1118,1
6,27,-0.5,-0.71144,-1.77,0.0279,1166,0.392
6,27,-0.25,-0.47113,-1.2,0.25,1208,0.775
6,27,0,-0.54662,-1.41,0.112,1091,0.489
6,27,0.25,0.29868,0.726,0.785,171,0.925
6,27,0.5,0.65565,1.67,0.0187,44,0.293
6,27,0.75,0.86102,2.21,0,128,0.013
6,27,1,0.91728,2.35,0,91,0
6,28,-1,-0.92416,-2.33,0,1243,0
6,28,-0.75,-0.79647,-1.98,0.00382,1202,0.195
6,28,-0.5,-0.6235,-1.56,0.0568,860,0.677
6,28,-0.25,-0.65026,-1.62,0.0465,958,0.491
6,28,0,-0.42681,-1.01,0.416,1107,0.76
6,28,0.25,0.37635,0.95,0.482,109,0.959
6,28,0.5,0.83058,2.09,0,82,0.0457
6,28,0.75,0.70058,1.76,0.0145,7,0.401
6,28,1,0.86419,2.19,0,88,0.00856
6,29,-1,-0.89665,-2.3,0,1206,0.000938
6,29,-0.75,-0.92327,-2.38,0,1298,0.000955
6,29,-0.5,-0.76073,-1.9,0.00564,1121,0.337
6,29,-0.25,-0.52629,-1.34,0.15,1295,0.717
6,29,0,-0.5503,-1.41,0.127,1298,0.642
6,29,0.25,-0.21055,-0.527,0.959,902,1
6,29,0.5,0.78314,2,0.00195,120,0.121
6,29,0.75,0.80485,2.04,0,66,0.0877
6,29,1,0.86855,2.12,0,141,0.0329
6,30,-1,-0.80935,-2.08,0,1283,0.0705
6,30,-0.75,-0.76134,-1.95,0.00846,1024,0.303
6,30,-0.5,-0.58491,-1.51,0.076,971,0.941
6,30,-0.25,-0.72409,-1.87,0.0172,1347,0.484
6,30,0,0.45443,1.17,0.295,203,0.957
6,30,0.25,0.8618,2.2,0,64,0.00507
6,30,0.5,0.57887,1.47,0.092,258,0.894
6,30,0.75,0.77352,1.99,0.00193,150,0.142
6,30,1,0.80327,2.06,0.00187,58,0.0706
6,31,-1,-0.87772,-2.2,0,1303,0.00757
6,31,-0.75,-0.83866,-2.13,0.00185,1128,0.026
6,31,-0.5,-0.60682,-1.59,0.0723,1305,0.721
6,31,-0.25,0.23767,0.622,0.892,335,0.924
6,31,0,0.36854,0.962,0.472,481,1
6,31,0.25,-0.28848,-0.728,0.782,388,0.908
6,31,0.5,0.61526,1.63,0.0323,48,0.642
6,31,0.75,0.77531,2,0.00628,185,0.166
6,31,1,0.8709,2.26,0,131,0.00281
6,32,-1,-0.94126,-2.43,0,1266,0
6,32,-0.75,-0.88063,-2.25,0,1284,0.0032
6,32,-0.5,-0.7617,-1.96,0.00605,1127,0.229
6,32,-0.25,-0.51799,-1.33,0.179,859,1
6,32,0,0.40631,1.07,0.375,129,0.731
6,32,0.25,0.49437,1.3,0.18,469,0.954
6,32,0.5,0.64336,1.69,0.0352,241,0.488
6,32,0.75,0.82641,2.16,0,55,0.0218
6,32,1,0.8644,2.23,0,117,0.0149
6,33,-1,-0.84305,-2.11,0,1217,0.0381
6,33,-0.75,-0.8621,-2.16,0,1249,0.0142
6,33,-0.5,-0.80171,-2.05,0,1187,0.0875
6,33,-0.25,-0.50931,-1.29,0.195,1094,1
6,33,0,-0.47399,-1.2,0.239,1151,1
6,33,0.25,-0.28721,-0.76,0.758,1234,0.965
6,33,0.5,0.44782,1.15,0.281,198,1
6,33,0.75,0.76372,1.96,0.00611,166,0.198
6,33,1,0.9197,2.33,0,114,0
6,34,-1,-0.90277,-2.23,0,1273,0.0113
6,34,-0.75,-0.78286,-2,0,1190,0.145
6,34,-0.5,-0.78566,-2.04,0.00201,1174,0.0849
6,34,-0.25,0.48518,1.23,0.223,10,0.704
6,34,0,-0.29113,-0.751,0.752,944,0.931
6,34,0.25,-0.60121,-1.56,0.0509,1088,1
6,34,0.5,0.66068,1.68,0.0448,259,0.324
6,34,0.75,0.86766,2.22,0,184,0.00643
6,34,1,0.89071,2.27,0,153,0
6,35,-1,-0.9627,-2.38,0,1306,0
6,35,-0.75,-0.73899,-1.84,0.0134,1022,0.501
6,35,-0.5,-0.76018,-1.89,0.00435,1245,0.308
6,35,-0.25,-0.51476,-1.3,0.182,1017,1
6,35,0,-0.59137,-1.47,0.0911,1256,0.95
6,35,0.25,-0.41216,-1.04,0.392,1258,0.909
6,35,0.5,0.50398,1.26,0.216,361,0.909
6,35,0.75,0.89002,2.22,0,131,0.00428
6,35,1,0.75836,1.91,0.0127,331,0.27
6,36,-1,-0.88876,-2.25,0,1295,0.00319
6,36,-0.75,-0.88138,-2.23,0,1269,0.00103
6,36,-0.5,-0.59249,-1.5,0.0943,1086,0.776
6,36,-0.25,-0.32874,-0.833,0.622,1099,1
6,36,0,0.3459,0.861,0.617,100,0.973
6,36,0.25,0.6663,1.64,0.0585,143,0.38
6,36,0.5,0.78587,1.99,0.00383,158,0.135
6,36,0.75,0.84197,2.11,0,139,0.0269
6,36,1,0.93462,2.3,0,41,0.00102
6,37,-1,-0.94277,-2.36,0,1339,0
6,37,-0.75,-0.81293,-2.06,0.00193,1223,0.0779
6,37,-0.5,-0.89181,-2.3,0,1235,0.00207
6,37,-0.25,-0.71232,-1.79,0.0265,1094,0.289
6,37,0,0.51116,1.31,0.19,166,0.548
6,37,0.25,0.49115,1.23,0.242,145,0.588
6,37,0.5,0.71931,1.83,0.0123,239,0.3
6,37,0.75,0.66651,1.69,0.0288,380,0.478
6,37,1,0.91524,2.37,0,120,0
6,38,-1,-0.80815,-2.1,0.00387,1222,0.0344
6,38,-0.75,-0.82825,-2.06,0.00202,1114,0.0607
6,38,-0.5,-0.62915,-1.57,0.0708,942,1
6,38,-0.25,-0.73155,-1.83,0.00994,1298,0.275
6,38,0,0.55215,1.39,0.136,117,1
6,38,0.25,0.59579,1.53,0.0713,242,0.862
6,38,0.5,0.86625,2.15,0,98,0.0218
6,38,0.75,0.97026,2.45,0,46,0
6,38,1,0.86174,2.17,0,139,0.00927
6,39,-1,-0.84305,-2.15,0,1230,0.0239
6,39,-0.75,-0.7567,-1.94,0.00578,1244,0.137
6,39,-0.5,-0.55248,-1.4,0.127,1209,0.655
6,39,-0.25,0.56765,1.47,0.108,3,1
6,39,0,-0.34414,-0.887,0.576,1208,0.884
6,39,0.25,0.84253,2.1,0.002,154,0.0343
6,39,0.5,0.63547,1.61,0.0607,217,1
6,39,0.75,0.8741,2.22,0,166,0.0108
6,39,1,0.85459,2.15,0,57,0.013
6,40,-1,-0.86756,-2.25,0,1226,0.00487
6,40,-0.75,-0.90996,-2.35,0,1293,0
6,40,-0.5,-0.5839,-1.47,0.114,984,0.695
6,40,-0.25,-0.34027,-0.892,0.582,910,0.992
6,40,0,-0.56472,-1.47,0.0804,1291,0.84
6,40,0.25,0.4939,1.27,0.206,191,0.729
6,40,0.5,0.68291,1.74,0.019,294,0.559
6,40,0.75,0.62273,1.59,0.056,314,0.653
6,40,1,0.70944,1.81,0.0175,321,0.704
6,41,-1,-0.91152,-2.31,0,1226,0
6,41,-0.75,-0.71058,-1.71,0.0277,1230,1
6,41,-0.5,-0.64862,-1.59,0.0655,1324,0.657
6,41,-0.25,-0.82264,-2.06,0,1239,0.0549
6,41,0,0.49619,1.27,0.203,274,0.751
6,41,0.25,-0.29314,-0.73,0.774,1180,1
6,41,0.5,0.86617,2.16,0,186,0.0198
6,41,0.75,0.7948,2.04,0.0041,282,0.0756
6,41,1,0.92788,2.36,0,103,0
6,42,-1,-0.67389,-1.68,0.0307,1215,0.393
6,42,-0.75,-0.7829,-1.96,0.00387,1053,0.171
6,42,-0.5,-0.7541,-1.9,0.0116,1125,0.335
6,42,-0.25,-0.81859,-2.06,0.00196,1101,0.0528
6,42,0,0.35316,0.89,0.579,876,0.855
6,42,0.25,0.86752,2.24,0,87,0.00464
6,42,0.5,0.77257,1.96,0.0125,31,0.0895
6,42,0.75,0.69617,1.72,0.0255,237,0.572
6,42,1,0.91098,2.26,0,37,0.00473
6,43,-1,-0.82454,-2.1,0.00202,1109,0.0389
6,43,-0.75,-0.86285,-2.2,0,1176,0.00617
6,43,-0.5,-0.71967,-1.86,0.0104,1184,0.424
6,43,-0.25,-0.66135,-1.67,0.0353,994,0.422
6,43,0,0.23634,0.582,0.942,160,1
6,43,0.25,0.77737,1.92,0,213,0.231
6,43,0.5,0.82991,2.05,0.00191,43,0.0858
6,43,0.75,0.80618,2,0,175,0.121
6,43,1,0.94572,2.38,0,79,0
6,44,-1,-0.81041,-2.01,0,1090,0.12
6,44,-0.75,-0.82332,-2.03,0.00368,1262,0.0928
6,44,-0.5,-0.82084,-2.02,0.00392,1191,0.0853
6,44,-0.25,-0.42692,-1.06,0.392,1025,1
6,44,0,0.30929,0.785,0.742,935,1
6,44,0.25,0.59222,1.5,0.0887,396,0.828
6,44,0.5,0.6509,1.64,0.0513,66,0.601
6,44,0.75,0.77201,1.98,0.00626,104,0.0825
6,44,1,0.86895,2.19,0,18,0.00277
6,45,-1,-0.96803,-2.45,0,1302,0
6,45,-0.75,-0.67557,-1.73,0.036,1059,0.636
6,45,-0.5,-0.5505,-1.39,0.145,1259,0.843
6,45,-0.25,-0.34005,-0.891,0.552,1326,0.95
6,45,0,0.44753,1.1,0.348,14,0.823
6,45,0.25,0.43092,1.08,0.352,257,0.774
6,45,0.5,0.66166,1.63,0.0409,81,0.638
6,45,0.75,0.84021,2.08,0,180,0.0406
6,45,1,0.92538,2.33,0,39,0
6,46,-1,-0.88848,-2.24,0,1195,0.0068
6,46,-0.75,-0.84111,-2.14,0,1204,0.0413
6,46,-0.5,-0.76487,-1.92,0.00192,1209,0.157
6,46,-0.25,-0.27913,-0.735,0.798,919,1
6,46,0,0.62053,1.61,0.0495,203,1
6,46,0.25,0.40997,1.06,0.375,238,1
6,46,0.5,0.57785,1.48,0.098,120,1
6,46,0.75,0.80967,2.06,0.00213,262,0.0779
6,46,1,0.88629,2.33,0,39,0.000945
6,47,-1,-0.937,-2.39,0,1295,0.00114
6,47,-0.75,-0.82683,-2.07,0,1266,0.0595
6,47,-0.5,-0.73335,-1.87,0.0104,1068,0.454
6,47,-0.25,0.46685,1.18,0.254,9,0.934
6,47,0,0.51707,1.33,0.16,198,0.883
6,47,0.25,0.69101,1.77,0.0173,109,0.811
6,47,0.5,0.75688,1.91,0.00798,333,0.294
6,47,0.75,0.69401,1.74,0.024,344,0.98
6,47,1,0.79053,2.02,0.00398,111,0.0825
6,48,-1,-0.76534,-1.95,0.00586,1143,0.197
6,48,-0.75,-0.77114,-1.98,0.00584,1126,0.17
6,48,-0.5,-0.4222,-1.11,0.342,825,0.978
6,48,-0.25,-0.7821,-1.99,0.00402,1133,0.142
6,48,0,-0.52549,-1.33,0.161,1323,1
6,48,0.25,0.54679,1.42,0.118,282,0.598
6,48,0.5,0.78562,2.05,0,203,0.113
6,48,0.75,0.71152,1.82,0.0118,394,0.387
6,48,1,0.94022,2.39,0,38,0
6,49,-1,-0.90374,-2.21,0,1273,0.00507
6,49,-0.75,-0.81285,-1.97,0.00179,1186,0.125
6,49,-0.5,-0.72926,-1.81,0.0129,1191,0.597
6,49,-0.25,-0.57115,-1.41,0.124,1274,0.741
6,49,0,0.47654,1.21,0.244,317,1
6,49,0.25,0.31473,0.791,0.685,75,0.937
6,49,0.5,0.91659,2.3,0,83,0.00486
6,49,0.75,0.8317,2.13,0,133,0.0196
6,49,1,0.84703,2.16,0,178,0.0266
6,50,-1,-0.73903,-1.89,0.00408,1034,0.32
6,50,-0.75,-0.81022,-2.08,0,1162,0.0507
6,50,-0.5,-0.84369,-2.14,0,1257,0.0183
6,50,-0.25,-0.71896,-1.8,0.0176,1000,0.681
6,50,0,-0.311,-0.789,0.695,1225,0.982
6,50,0.25,0.46576,1.19,0.26,403,0.654
6,50,0.5,0.79289,2.02,0.00195,42,0.101
6,50,0.75,0.74602,1.85,0.00422,297,0.291
6,50,1,0.80074,2.08,0,274,0.0652
10,1,-1,-0.93438,-2.35,0,1253,0.0017
10,1,-0.75,-0.83462,-2.11,0.002,1160,0.038
10,1,-0.5,-0.74308,-1.94,0.00806,1136,0.209
10,1,-0.25,-0.50746,-1.31,0.166,987,1
10,1,0,-0.27625,-0.706,0.812,1253,0.959
10,1,0.25,0.68307,1.71,0.0281,224,0.725
10,1,0.5,0.64819,1.64,0.04,147,1
10,1,0.75,0.75246,1.89,0.00806,227,0.383
10,1,1,0.81893,2.12,0,145,0.0356
10,2,-1,-0.86157,-2.15,0,1216,0.0176
10,2,-0.75,-0.74818,-1.88,0.0179,1082,0.381
10,2,-0.5,-0.70865,-1.74,0.0104,1222,1
10,2,-0.25,-0.35492,-0.897,0.567,1131,0.915
10,2,0,0.35944,0.904,0.548,332,0.934
10,2,0.25,0.49453,1.25,0.223,415,0.717
10,2,0.5,0.72707,1.82,0.0159,376,0.282
10,2,0.75,0.88441,2.27,0,165,0
10,2,1,0.87616,2.15,0,130,0.0143
10,3,-1,-0.84636,-2.11,0,1235,0.0397
10,3,-0.75,-0.77649,-2,0.00208,1093,0.107
10,3,-0.5,-0.74715,-1.91,0.0104,1216,0.306
10,3,-0.25,-0.60129,-1.54,0.0532,1123,0.674
10,3,0,0.42097,1.07,0.367,163,0.73
10,3,0.25,-0.27434,-0.716,0.8,1084,0.923
10,3,0.5,0.5965,1.47,0.09,181,0.485
10,3,0.75,0.84939,2.1,0,123,0.0448
10,3,1,0.87477,2.26,0,124,0.00112
10,4,-1,-0.79946,-2.02,0,1201,0.105
10,4,-0.75,-0.84365,-2.17,0,1209,0.0161
10,4,-0.5,-0.6699,-1.7,0.0248,941,0.664
10,4,-0.25,-0.68735,-1.73,0.0276,989,0.533
10,4,0,-0.27846,-0.704,0.784,1299,1
10,4,0.25,0.42334,1.06,0.369,348,1
10,4,0.5,0.65127,1.63,0.0404,46,1
10,4,0.75,0.81653,2.1,0,178,0.0551
10,4,1,0.84191,2.1,0,222,0.0361
10,5,-1,-0.76744,-1.98,0.0055,1311,0.181
10,5,-0.75,-0.66432,-1.65,0.0427,1055,0.684
10,5,-0.5,-0.85307,-2.16,0,1186,0.0148
10,5,-0.25,-0.41351,-1.05,0.399,936,0.92
10,5,0,0.32476,0.84,0.632,240,0.94
10,5,0.25,0.73097,1.87,0.00806,147,0.194
10,5,0.5,0.65858,1.66,0.0312,215,0.809
10,5,0.75,0.75249,1.9,0.00605,55,0.143
10,5,1,0.7832,1.98,0.00195,270,0.148
10,6,-1,-0.88218,-2.16,0,1183,0.0145
10,6,-0.75,-0.82445,-2.1,0,1214,0.0503
10,6,-0.5,-0.63173,-1.63,0.0392,926,0.544
10,6,-0.25,-0.55199,-1.4,0.124,1163,0.766
10,6,0,0.61037,1.53,0.0565,85,0.941
10,6,0.25,0.24463,0.632,0.901,38,0.915
10,6,0.5,0.54441,1.39,0.12,325,0.752
10,6,0.75,0.84426,2.1,0.00199,142,0.0432
10,6,1,0.82764,2.16,0,73,0.0249
10,7,-1,-0.8452,-2.12,0,1170,0.0287
10,7,-0.75,-0.72858,-1.79,0.00896,1234,0.251
10,7,-0.5,-0.635,-1.62,0.0352,1193,0.428
10,7,-0.25,-0.62431,-1.56,0.0613,1147,0.583
10,7,0,-0.18812,-0.473,0.982,889,0.986
10,7,0.25,0.41979,1.1,0.323,233,1
10,7,0.5,0.82424,2.09,0.0021,82,0.0563
10,7,0.75,0.88967,2.29,0.00212,154,0.0045
10,7,1,0.80182,2.05,0,66,0.103
10,8,-1,-0.84243,-2.16,0.00191,1183,0.025
10,8,-0.75,-0.77669,-1.94,0.0063,1126,0.234
10,8,-0.5,-0.70971,-1.8,0.0273,1133,0.711
10,8,-0.25,0.31877,0.802,0.684,72,1
10,8,0,0.60237,1.52,0.0694,324,0.487
10,8,0.25,0.4155,1.03,0.407,354,1
10,8,0.5,0.67418,1.7,0.0332,267,0.711
10,8,0.75,0.56223,1.41,0.116,273,0.695
10,8,1,0.76239,1.89,0.0106,225,0.314
10,9,-1,-0.86749,-2.18,0,1278,0.0251
10,9,-0.75,-0.72878,-1.86,0.0182,1153,0.29
10,9,-0.5,-0.70258,-1.81,0.0179,1225,0.399
10,9,-0.25,-0.46538,-1.15,0.317,1304,1
10,9,0,-0.40659,-1.04,0.403,1117,1
10,9,0.25,0.28908,0.742,0.756,239,1
10,9,0.5,0.80481,2.07,0.00193,248,0.058
10,9,0.75,0.79433,2,0.00375,92,0.0825
10,9,1,0.88558,2.23,0.00188,26,0.000878
10,10,-1,-0.80507,-2.09,0,1094,0.0592
10,10,-0.75,-0.91549,-2.34,0,1280,0
10,10,-0.5,-0.7368,-1.87,0.0111,1133,0.496
10,10,-0.25,-0.47374,-1.21,0.253,1026,1
10,10,0,0.39173,1.02,0.41,464,1
10,10,0.25,0.31313,0.798,0.726,40,0.887
10,10,0.5,0.79311,2.02,0,166,0.106
10,10,0.75,0.82362,2.14,0,62,0.0236
10,10,1,0.8224,2.14,0,208,0.0229
10,11,-1,-0.88496,-2.19,0,1206,0.00462
10,11,-0.75,-0.858,-2.14,0,1241,0.0153
10,11,-0.5,-0.76748,-1.94,0.00173,1135,0.147
10,11,-0.25,-0.34318,-0.862,0.594,1220,1
10,11,0,-0.49539,-1.2,0.254,1265,0.878
10,11,0.25,0.67614,1.73,0.0298,377,1
10,11,0.5,0.68257,1.76,0.0245,197,1
10,11,0.75,0.7833,2.05,0,177,0.12
