"","correlation","Sample","Drug.Set","KS","KS_Normalized","p_value","Position_at_max","FDR_q_value"
"207","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","estrogen receptor antagonist",-0.3905,-0.989,0.431,1321,1
"208","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","FGFR inhibitor",-0.37258,-0.957,0.486,918,0.998
"209","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","FLT3 inhibitor",-0.35805,-0.905,0.548,1070,0.897
"210","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","glucocorticoid receptor agonist",-0.24256,-0.61,0.912,914,0.996
"211","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","glutamate receptor antagonist",-0.2443,-0.628,0.894,993,1
"212","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","glycogen synthase kinase inhibitor",-0.42481,-1.07,0.351,1330,1
"213","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","growth factor receptor inhibitor",-0.3795,-0.984,0.444,1070,0.976
"214","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","HCV inhibitor",0.35269,0.908,0.527,248,1
"215","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","HDAC inhibitor",-0.22153,-0.552,0.954,1192,0.974
"216","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","histamine receptor antagonist",0.21483,0.54,0.955,459,1
"217","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","histone lysine methyltransferase inhibitor",-0.64704,-1.66,0.0479,967,0.952
"218","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","HMGCR inhibitor",-0.42287,-1.08,0.356,1153,1
"219","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","HSP inhibitor",-0.36108,-0.923,0.535,1254,0.924
"220","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","JAK inhibitor",-0.19175,-0.486,0.982,1333,0.984
"221","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","KIT inhibitor",-0.35141,-0.909,0.581,1266,0.922
"222","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","MDM inhibitor",0.83432,2.12,0,169,0.0368
"223","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","MEK inhibitor",0.23245,0.603,0.924,62,1
"224","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","MET inhibitor",-0.34258,-0.866,0.576,902,0.912
"225","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","microtubule inhibitor",-0.5053,-1.32,0.179,1073,0.897
"226","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","mTOR inhibitor",0.27598,0.701,0.794,280,1
"227","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","NFkB pathway inhibitor",-0.26936,-0.685,0.829,958,0.977
"228","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","opioid receptor agonist",0.36281,0.935,0.521,124,1
"229","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","p38 MAPK inhibitor",0.45845,1.17,0.255,23,1
"230","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","PARP inhibitor",-0.41158,-1.06,0.393,1206,0.925
"231","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","PDGFR tyrosine kinase receptor inhibitor",0.20162,0.524,0.968,422,0.969
"232","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","phosphatase inhibitor",0.45087,1.15,0.286,282,1
"233","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","phosphodiesterase inhibitor",0.38555,0.988,0.456,241,1
"234","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","PI3K inhibitor",-0.29812,-0.75,0.755,1284,0.982
"235","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","PLK inhibitor",-0.45434,-1.17,0.268,1310,1
"236","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","potassium channel blocker",0.2724,0.685,0.814,64,1
"237","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","PPAR receptor agonist",-0.5285,-1.34,0.154,1044,0.942
"238","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","progesterone receptor agonist",0.56991,1.45,0.113,136,0.846
"239","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","proteasome inhibitor",-0.64834,-1.68,0.0428,1120,1
"240","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","protein synthesis inhibitor",0.2829,0.725,0.791,26,1
"241","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","protein tyrosine kinase inhibitor",-0.36236,-0.927,0.529,1059,0.952
"242","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","RAF inhibitor",0.24386,0.62,0.914,392,1
"243","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","RET tyrosine kinase inhibitor",0.37906,0.971,0.462,422,1
"244","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","retinoid receptor agonist",0.35207,0.897,0.546,370,1
"245","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","ribonucleotide reductase inhibitor",-0.33421,-0.866,0.582,1085,0.912
"246","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","serotonin receptor agonist",-0.37823,-0.949,0.516,1323,0.976
"247","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","serotonin receptor antagonist",0.60511,1.54,0.0711,493,0.725
"248","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","sodium channel blocker",-0.39982,-1.02,0.416,1280,0.976
"249","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","src inhibitor",0.51227,1.3,0.199,337,1
"250","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","sterol demethylase inhibitor",-0.29717,-0.76,0.724,1151,1
"251","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","SYK inhibitor",-0.45859,-1.16,0.279,1334,1
"252","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","TGF beta receptor inhibitor",-0.55535,-1.42,0.123,1062,0.945
"253","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","thymidylate synthase inhibitor",-0.594,-1.48,0.0942,955,0.894
"254","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","topoisomerase inhibitor",0.30848,0.8,0.697,450,1
"255","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","tubulin polymerization inhibitor",-0.22648,-0.577,0.918,1086,1
"256","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","tyrosine kinase inhibitor",0.21106,0.53,0.958,275,0.992
"257","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","VEGFR inhibitor",-0.25035,-0.639,0.88,1223,1
"258","expr_value_added_0_WGV_AUC_value_added_0.02_correlation","Estimate","vitamin D receptor agonist",0.6123,1.59,0.0442,191,0.765
"259","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","Synthetic_Drug_Set",0.623,1.61,0.0542,358,0.967
"260","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","EGFR inhibitor",0.27574,0.688,0.821,140,1
"261","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","Abl kinase inhibitor",-0.59591,-1.51,0.0902,962,0.811
"262","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","acetylcholine receptor agonist",-0.51597,-1.32,0.175,843,1
"263","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","acetylcholine receptor antagonist",-0.29386,-0.76,0.744,948,1
"264","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","adenosine receptor antagonist",0.53736,1.34,0.142,226,0.983
"265","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","adrenergic receptor agonist",0.28681,0.741,0.77,211,1
"266","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","adrenergic receptor antagonist",0.2563,0.658,0.873,101,1
"267","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","AKT inhibitor",-0.41118,-1.07,0.365,1316,0.982
"268","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","ALK tyrosine kinase receptor inhibitor",-0.27479,-0.694,0.831,1075,1
"269","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","androgen receptor antagonist",-0.41714,-1.08,0.336,1250,1
"270","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","antioxidant",-0.49125,-1.24,0.219,1318,0.977
"271","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","AP inhibitor",0.48407,1.24,0.218,132,0.905
"272","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","ATPase inhibitor",-0.2731,-0.696,0.8,1107,1
"273","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","Aurora kinase inhibitor",-0.28429,-0.729,0.798,1040,1
"274","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","bacterial 50S ribosomal subunit inhibitor",0.27183,0.71,0.796,56,1
"275","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","bacterial DNA gyrase inhibitor",-0.27105,-0.681,0.847,1277,0.98
"276","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","BCL inhibitor",0.43699,1.13,0.314,386,0.943
"277","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","Bcr.Abl kinase inhibitor",-0.62275,-1.59,0.0591,962,0.949
"278","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","benzodiazepine receptor agonist",0.31341,0.792,0.705,145,1
"279","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","bromodomain inhibitor",-0.43132,-1.1,0.323,947,1
"280","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","calcium channel blocker",-0.49046,-1.25,0.234,1224,1
"281","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","CC chemokine receptor antagonist",0.33675,0.874,0.567,553,1
"282","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","CDK inhibitor",-0.22731,-0.569,0.924,1304,0.986
"283","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","CHK inhibitor",0.40985,1.04,0.412,309,1
"284","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","cyclooxygenase inhibitor",-0.29613,-0.753,0.732,1202,1
"285","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","cytochrome P450 inhibitor",0.30847,0.775,0.746,289,1
"286","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","DNA alkylating agent",0.31585,0.819,0.657,34,1
"287","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","DNA inhibitor",0.25048,0.621,0.883,204,1
"288","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","DNA methyltransferase inhibitor",-0.3688,-0.947,0.49,1164,0.979
"289","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","DNA polymerase inhibitor",0.4792,1.26,0.203,281,0.956
"290","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","DNA synthesis inhibitor",-0.32999,-0.875,0.589,1176,0.965
"291","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","dopamine receptor antagonist",0.36148,0.941,0.501,263,1
"292","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","estrogen receptor agonist",0.35941,0.908,0.553,249,1
"293","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","estrogen receptor antagonist",-0.3905,-0.985,0.467,1321,1
"294","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","FGFR inhibitor",-0.37258,-0.949,0.499,918,1
"295","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","FLT3 inhibitor",-0.35805,-0.91,0.565,1070,0.955
"296","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","glucocorticoid receptor agonist",-0.24256,-0.618,0.905,914,1
"297","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","glutamate receptor antagonist",-0.24355,-0.613,0.905,992,0.991
"298","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","glycogen synthase kinase inhibitor",-0.42481,-1.07,0.356,1330,0.982
"299","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","growth factor receptor inhibitor",-0.3795,-0.977,0.455,1070,1
"300","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","HCV inhibitor",0.35343,0.903,0.54,247,1
"301","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","HDAC inhibitor",-0.22153,-0.568,0.945,1192,0.966
"302","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","histamine receptor antagonist",0.21633,0.552,0.941,457,1
"303","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","histone lysine methyltransferase inhibitor",-0.64704,-1.65,0.0421,967,1
"304","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","HMGCR inhibitor",-0.42287,-1.12,0.294,1153,1
"305","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","HSP inhibitor",-0.36108,-0.923,0.524,1254,0.963
"306","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","JAK inhibitor",-0.19175,-0.5,0.98,1333,0.98
"307","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","KIT inhibitor",-0.35141,-0.891,0.58,1266,0.964
"308","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","MDM inhibitor",0.83432,2.13,0,169,0.0234
"309","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","MEK inhibitor",0.23245,0.603,0.921,62,0.999
"310","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","MET inhibitor",-0.34258,-0.865,0.589,902,0.954
"311","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","microtubule inhibitor",-0.5053,-1.29,0.187,1073,1
"312","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","mTOR inhibitor",-0.27835,-0.7,0.814,1285,1
"313","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","NFkB pathway inhibitor",-0.26936,-0.688,0.83,958,0.995
"314","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","opioid receptor agonist",0.36356,0.902,0.541,123,1
"315","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","p38 MAPK inhibitor",0.45771,1.19,0.266,24,0.952
"316","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","PARP inhibitor",-0.41158,-1.06,0.375,1206,0.957
"317","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","PDGFR tyrosine kinase receptor inhibitor",0.20237,0.512,0.967,421,0.976
"318","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","phosphatase inhibitor",0.45162,1.17,0.285,281,0.919
"319","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","phosphodiesterase inhibitor",0.3863,0.98,0.474,240,1
"320","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","PI3K inhibitor",-0.3096,-0.789,0.697,1284,1
"321","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","PLK inhibitor",-0.45434,-1.16,0.27,1310,1
"322","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","potassium channel blocker",0.2724,0.703,0.853,64,1
"323","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","PPAR receptor agonist",-0.52775,-1.31,0.181,1043,1
"324","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","progesterone receptor agonist",0.59687,1.53,0.0756,135,0.568
"325","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","proteasome inhibitor",-0.64834,-1.68,0.0472,1120,1
"326","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","protein synthesis inhibitor",0.28215,0.719,0.806,27,1
"327","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","protein tyrosine kinase inhibitor",-0.36236,-0.923,0.53,1059,0.963
"328","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","RAF inhibitor",0.2446,0.632,0.882,391,1
"329","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","RET tyrosine kinase inhibitor",0.3798,0.981,0.468,421,1
"330","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","retinoid receptor agonist",0.35281,0.896,0.555,369,1
"331","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","ribonucleotide reductase inhibitor",-0.33421,-0.859,0.624,1085,0.936
"332","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","serotonin receptor agonist",-0.37823,-0.968,0.452,1323,1
"333","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","serotonin receptor antagonist",0.6066,1.57,0.0607,491,0.787
"334","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","sodium channel blocker",-0.39982,-1.02,0.408,1280,1
"335","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","src inhibitor",0.51376,1.3,0.189,335,0.956
"336","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","sterol demethylase inhibitor",-0.29717,-0.753,0.742,1151,1
"337","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","SYK inhibitor",-0.45859,-1.18,0.263,1334,1
"338","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","TGF beta receptor inhibitor",-0.55535,-1.41,0.121,1062,1
"339","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","thymidylate synthase inhibitor",-0.594,-1.52,0.083,955,0.972
"340","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","topoisomerase inhibitor",0.29581,0.768,0.715,449,1
"341","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","tubulin polymerization inhibitor",-0.22648,-0.589,0.927,1086,0.991
"342","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","tyrosine kinase inhibitor",0.21181,0.534,0.96,274,0.993
"343","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","VEGFR inhibitor",-0.25035,-0.636,0.896,1223,1
"344","expr_value_added_0_WGV_AUC_value_added_0.03_correlation","Estimate","vitamin D receptor agonist",0.6123,1.55,0.0924,191,0.646
"345","expr_value_added_0_WGV_AUC_value_added_0.04_correlation","Estimate","Synthetic_Drug_Set",0.83381,2.12,0,145,0.0279
"346","expr_value_added_0_WGV_AUC_value_added_0.04_correlation","Estimate","EGFR inhibitor",0.23963,0.611,0.911,143,1
"347","expr_value_added_0_WGV_AUC_value_added_0.04_correlation","Estimate","Abl kinase inhibitor",-0.59666,-1.52,0.0979,963,0.923
"348","expr_value_added_0_WGV_AUC_value_added_0.04_correlation","Estimate","acetylcholine receptor agonist",-0.51671,-1.32,0.162,844,0.978
"349","expr_value_added_0_WGV_AUC_value_added_0.04_correlation","Estimate","acetylcholine receptor antagonist",-0.29461,-0.757,0.771,949,0.951
"350","expr_value_added_0_WGV_AUC_value_added_0.04_correlation","Estimate","adenosine receptor antagonist",0.53587,1.34,0.167,228,1
"351","expr_value_added_0_WGV_AUC_value_added_0.04_correlation","Estimate","adrenergic receptor agonist",0.28532,0.728,0.761,213,1
